Date,Open,High,Low,Close,Volume
,BKNG,BKNG,BKNG,BKNG,BKNG
2023-01-03,2009.8446064921757,2019.870066394103,1977.0574429326045,2003.3187255859375,266900
2023-01-04,2039.4179743224092,2083.541640839088,2027.5392383975075,2080.436279296875,368100
2023-01-05,2055.841273897957,2122.854805634317,2055.841273897957,2114.446044921875,376000
2023-01-06,2134.339307689087,2160.0483731441545,2120.5775703124336,2148.268310546875,350400
2023-01-09,2163.7941614347765,2190.922934821697,2153.8573895925524,2177.013427734375,271600
2023-01-10,2169.2752297221646,2189.385111599839,2148.3372032797442,2189.375244140625,216700
2023-01-11,2191.7412149301463,2214.3352892818966,2184.002720397699,2193.180419921875,289900
2023-01-12,2193.8904174951404,2235.4213539353636,2183.164969647046,2224.686279296875,292100
2023-01-13,2191.7413309467834,2269.282956370731,2190.568065945769,2268.62255859375,290700
2023-01-17,2265.241391159536,2303.1153521251877,2265.241391159536,2300.838134765625,344000
2023-01-18,2326.4485785475395,2340.959279784212,2260.834784605391,2263.802001953125,307100
2023-01-19,2237.7279589636223,2289.3239404823294,2236.1113803416984,2282.482421875,284200
2023-01-20,2294.0363345843475,2317.0739670246307,2287.293489624626,2310.962158203125,303700
2023-01-23,2306.732888259601,2369.6061750943286,2296.677946880624,2367.4375,340900
2023-01-24,2368.4628157857605,2396.301326880293,2359.8372118087223,2368.186767578125,237100
2023-01-25,2265.5765174196363,2358.9696196215577,2257.1381544313904,2356.761474609375,304300
2023-01-26,2365.87986129731,2399.2585889018005,2363.4252705680037,2396.5869140625,238000
2023-01-27,2387.350157765688,2439.4094282982014,2387.350157765688,2429.47265625,299000
2023-01-30,2399.3470323229217,2421.379383669272,2379.5526688206032,2402.333984375,317200
2023-01-31,2385.437838344855,2401.3581416447055,2369.2708485615226,2399.4951171875,338100
2023-02-01,2387.9020091584352,2427.234660031102,2356.169467090199,2410.96923828125,411200
2023-02-02,2420.935898930608,2449.4644085209134,2404.285885007001,2419.792236328125,346000
2023-02-03,2388.247204860549,2437.0730789450645,2375.6192634522213,2420.1669921875,287300
2023-02-06,2395.2659727012087,2439.6854221539766,2391.421273758782,2434.835205078125,246100
2023-02-07,2429.7782329212696,2454.580451781108,2378.5764702142287,2451.830078125,428200
2023-02-08,2427.786986025012,2450.627506440832,2385.743186880174,2390.603271484375,350600
2023-02-09,2426.8209086891106,2455.290212498375,2400.9539666802184,2401.486328125,349000
2023-02-10,2349.8213121491112,2370.4536878311014,2298.0874273277645,2314.98388671875,567600
2023-02-13,2343.147201956437,2398.2526211309437,2332.944491369039,2388.58203125,269000
2023-02-14,2383.752104906854,2445.856454088654,2375.698332193949,2435.919921875,263600
2023-02-15,2464.458369454454,2483.602205054052,2446.7340041149187,2480.802734375,299300
2023-02-16,2439.616768474062,2500.932446865546,2434.3920684014447,2457.7353515625,341200
2023-02-17,2430.586334062591,2439.4879850584384,2407.7852846304504,2427.008056640625,287000
2023-02-21,2380.725672657935,2414.8829648425813,2380.725672657935,2391.00732421875,225200
2023-02-22,2388.8191682136608,2414.843751627571,2384.2156371176015,2392.210205078125,166000
2023-02-23,2395.196959592047,2419.151540454606,2348.677906263763,2391.9931640625,419600
2023-02-24,2395.453380556472,2453.8215703055876,2370.8482682905083,2417.61376953125,563700
2023-02-27,2445.1268218379173,2492.809273401074,2439.931965500519,2485.238525390625,362900
2023-02-28,2476.129905582395,2512.6529827579598,2465.5916996446635,2488.116943359375,340000
2023-03-01,2494.0316738476013,2517.936918152267,2489.0139503606897,2516.034423828125,328900
2023-03-02,2503.5543719049037,2546.8698737575996,2491.8828514616944,2541.181884765625,328700
2023-03-03,2563.036358916919,2590.8847347397664,2552.488526650707,2583.146240234375,419100
2023-03-06,2538.056796193189,2589.1204203064212,2538.056796193189,2576.275634765625,448000
2023-03-07,2562.8099861981755,2592.6101974652693,2534.872799558519,2542.236572265625,297200
2023-03-08,2540.7577002157714,2563.0759681918794,2527.2426501104565,2546.150146484375,211400
2023-03-09,2534.852916258791,2550.586219687332,2467.9577971549325,2469.771484375,326300
2023-03-10,2473.2217351348213,2488.6987253397742,2426.4759684885503,2445.2255859375,383600
2023-03-13,2424.879262129158,2432.578047159394,2398.3516782355487,2404.217041015625,418200
2023-03-14,2463.491928476162,2477.628146071898,2425.0266491214784,2440.552734375,378900
2023-03-15,2384.2550176152545,2399.909382899041,2349.2991773311705,2381.386474609375,425600
2023-03-16,2369.803286010216,2417.574305570546,2366.8755385294544,2405.222412109375,337600
2023-03-17,2405.2221067005453,2410.8412632563227,2358.791864200239,2406.14892578125,798800
2023-03-20,2415.691553769256,2468.2928153321614,2403.4676965752265,2458.27734375,322900
2023-03-21,2482.0151298302285,2544.9967195180157,2482.0151298302285,2534.764404296875,282500
2023-03-22,2540.7282757985963,2574.8559665668654,2520.647755591398,2521.8701171875,273100
2023-03-23,2536.430314568888,2578.444273935109,2487.969293872308,2502.667236328125,352500
2023-03-24,2474.4048894945313,2478.1408060379686,2430.9613520873004,2463.7978515625,329600
2023-03-27,2489.102811864235,2506.6498025927126,2468.874519462356,2472.650146484375,246400
2023-03-28,2484.173535215791,2517.8675358575074,2472.6497879659382,2508.9365234375,235800
2023-03-29,2544.730588116518,2547.7668777800127,2518.8143059253516,2535.2080078125,236700
2023-03-30,2551.601036499107,2587.1780374044456,2543.8134457986507,2572.657470703125,265400
2023-03-31,2588.370940697242,2623.0312325814143,2584.7137234750453,2614.701171875,365800
2023-04-03,2607.1896788344093,2639.1190918997186,2592.6099062914905,2627.299560546875,223100
2023-04-04,2634.150681133615,2636.9207897567867,2587.6809657986782,2600.821533203125,260700
2023-04-05,2595.5873080886563,2597.6869111128767,2553.178888911913,2578.4150390625,260900
2023-04-06,2568.7045221784956,2568.7045221784956,2515.718676235065,2547.115966796875,272700
2023-04-10,2528.593583335309,2548.3289859257343,2515.9064356687054,2535.996826171875,205800
2023-04-11,2545.105156265237,2551.8773621663995,2524.650153459466,2529.983154296875,236700
2023-04-12,2551.068892492047,2551.1278565721573,2498.487132546712,2511.0361328125,276200
2023-04-13,2532.476955173186,2593.694186091231,2524.0977982564978,2592.244873046875,334600
2023-04-14,2589.1101619329756,2620.1919342021024,2578.4342938440054,2612.1875,185400
2023-04-17,2594.5519674838647,2638.133407397532,2594.5519674838647,2638.00537109375,175700
2023-04-18,2657.799812066887,2683.1543703223406,2649.598268296319,2658.342041015625,245000
2023-04-19,2645.694624755885,2656.5481085927286,2634.565092712711,2638.232177734375,198500
2023-04-20,2626.373133552886,2661.319103091621,2619.0389636271725,2622.942626953125,247700
2023-04-21,2624.766817991057,2651.481404807657,2595.5677969828034,2649.12548828125,210100
2023-04-24,2659.3968094280162,2668.5153046507794,2628.946070195011,2641.593505859375,243600
2023-04-25,2637.473026410431,2637.473026410431,2603.650744398672,2607.41650390625,283600
2023-04-26,2605.858955258363,2622.2329218066893,2549.0483790598532,2560.444091796875,357400
2023-04-27,2584.723768784549,2603.305879942451,2540.6691716150895,2601.915771484375,376900
2023-04-28,2593.783137180406,2655.621305141986,2583.442279855386,2648.11962890625,295300
2023-05-01,2642.2146380723093,2681.310715274833,2640.6372885984174,2652.83154296875,252300
2023-05-02,2648.6521850025815,2692.913762733663,2648.6521850025815,2677.43701171875,291500
2023-05-03,2682.9375505169423,2682.9375505169423,2598.3081903096577,2608.58984375,399900
2023-05-04,2573.801515926855,2608.3828745891756,2563.6185370673716,2566.55615234375,487800
2023-05-05,2592.9257122516337,2612.4736323037505,2488.4524127292875,2532.773193359375,788200
2023-05-08,2536.5387375981254,2610.501843809628,2536.5387375981254,2601.9453125,344900
2023-05-09,2588.1146130537154,2626.708170126338,2571.4944429084717,2597.449951171875,339500
2023-05-10,2597.4499838914676,2626.106769554145,2561.6857397024473,2608.303466796875,411800
2023-05-11,2599.382263344644,2630.4637958661015,2597.9230827917995,2618.81201171875,212300
2023-05-12,2641.6327823250276,2641.6327823250276,2587.6808873072437,2593.418212890625,220300
2023-05-15,2589.642837949994,2615.3718781125235,2583.688668365303,2608.45166015625,198700
2023-05-16,2622.183936327412,2654.014921941349,2608.6886188669864,2608.698486328125,225200
2023-05-17,2624.0466414635293,2661.3586361898606,2603.088878567883,2658.36181640625,297600
2023-05-18,2660.3429558109365,2747.2300223123266,2656.035208351479,2741.443359375,337600
2023-05-19,2741.43363795949,2741.43363795949,2714.3739356629217,2725.947021484375,343600
